"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205847_154";0.5;4.8;13.0;"noise";0.99;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205852_154";0.2;3.5;14.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205857_155";"0.0";0.9;13.0;"noise";0.92;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205902_156";1.2;4.6;14.0;"noise";0.93;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205917_158";3.5;3.6;10.0;"noise";0.61;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205922_158";3.8;4.1;9.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205927_159";1.1;1.3;10.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205937_160";4.9;5.0;10.0;"noise";0.88;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205942_161";"0.0";4.9;12.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205947_162";0.2;1.4;11.0;"noise";0.14;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205952_162";4.4;4.5;16.0;"noise";0.91;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_205957_163";0.9;5.0;12.0;"noise";0.9;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_210002_164";"0.0";4.8;13.0;"noise";0.99;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_210012_165";3.7;3.8;13.0;"noise";0.81;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_210022_166";4.4;5.0;10.0;"noise";0.3;"";"";"";"";""
