"nom du fichier"	"temps_debut"	"temps_fin"	"frequence_mediane"	"tadarida_taxon"	"tadarida_probabilite"	"tadarida_taxon_autre"	"observateur_taxon"	"observateur_probabilite"	"validateur_taxon"	"validateur_probabilite"	"participation"	"IdProb"	"IdV"	"ConfV"	"Session"	"TimeNum"	"IdExtrap"	"TypeE"
"Cir464-2016-Pass1-Tron1-Chiro_0_00260_000"	0	0.5	93	"noise"	0.86	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.86	""	""	1	1060	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00265_000"	0	0.4	102	"noise"	0.98	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.98	""	""	1	1065	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00270_000"	0.2	0.5	72	"noise"	0.71	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.71	""	""	1	1070	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00270_000"	0.2	0.5	41	"Pipkuh"	0.04	"Pippip, Tetvir"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.04	""	""	1	1070	"Pipkuh"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00275_000"	0	0.5	77	"noise"	0.85	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.85	""	""	1	1075	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00280_000"	0	0.5	104	"noise"	0.96	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.96	""	""	1	1080	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00280_000"	0.1	0.2	38	"Pippip"	0.06	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.06	""	""	1	1080	"Pippip"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00285_000"	0	0.5	102	"noise"	0.97	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.97	""	""	1	1085	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00290_000"	0	0.1	104	"noise"	0.92	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.92	""	""	1	1090	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00295_000"	0	0.5	99	"noise"	0.85	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.85	""	""	1	1095	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00300_000"	0	0.3	98	"noise"	0.86	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.86	""	""	1	1100	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00305_000"	0.4	0.5	148	"noise"	0.93	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.93	""	""	1	1105	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00310_000"	0	0.5	100	"noise"	0.95	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.95	""	""	1	1110	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00315_000"	0	0.5	86	"noise"	0.87	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.87	""	""	1	1115	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00315_000"	0.4	0.5	27	"Testes"	0.05	"Inssp5"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.05	""	""	1	1115	"Testes"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00320_000"	0	0.4	108	"noise"	0.81	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.81	""	""	1	1120	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00320_000"	0.4	0.5	37	"Pipkuh"	0.06	"Pipnat"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.06	""	""	1	1120	"Pipkuh"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00325_000"	0	0.5	69	"noise"	0.86	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.86	""	""	1	1125	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00330_000"	0.1	0.5	67	"noise"	0.89	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.89	""	""	1	1130	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00335_000"	0	0.3	79	"noise"	0.89	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.89	""	""	1	1135	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00335_000"	0	0.1	52	"Yerray"	0.03	"Pippip, Tetvir, Pipkuh, Myomys"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.03	""	""	1	1135	"Yerray"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00340_000"	0.2	0.3	59	"noise"	0.86	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.86	""	""	1	1140	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00340_000"	0.2	0.5	86	"Rhihip"	0.02	"Pippip, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetvir, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhifer, Rhieur, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, Pipkuh, piaf, Phogri, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.02	""	""	1	1140	"Rhihip"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00345_000"	0.2	0.5	104	"noise"	0.94	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.94	""	""	1	1145	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00350_000"	0	0.5	108	"noise"	0.93	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.93	""	""	1	1150	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00355_000"	0	0.2	104	"noise"	0.96	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.96	""	""	1	1155	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00360_000"	0	0.1	130	"noise"	0.95	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.95	""	""	1	1160	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_1_00000_000"	0.3	0.4	19	"noise"	0.69	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.69	""	""	1	800	"noise"	0
